Word,Frequency
২৭৭টি,11
নেসকো,10
ওজোপাডিকো,10
বরণকারী,10
চট্টগাম,10
উঠবস,10
মারিশবনিয়া,10
ক্যারেজ,10
টিবিইএ,10
টিবিইএর,10
আইয়ুবী,10
বাগানবাড়ি,10
আমজাদের,11
সীসা,12
বাদামতলীর,10
নিশ্চয়ন,10
অতিক্রমকালে,10
ইপিবির,11
ভুজপুরে,11
নানুপুরে,10
২শত,11
কাতাল,12
গোপেন্দ্রনাথ,11
ফটোসেশনের,12
আখড়ার,10
মসিউল,12
মিসকিন,10
বিজ্ঞানাগার,10
জলিলুর,10
বাসাইল,12
মুসুল্লিরা,10
মাহমুদুল্লাহকে,11
বরুড়া,10
শজিমেক,11
আর্তচিৎকারে,10
কুতুবজোম,10
মহাদেবপুর,10
সামছুর,10
আলিমের,10
গঠনকে,10
আনিছ,12
জোনভুক্ত,10
কাচারিপাড়া,10
ডাবুয়া,11
কনভালেসেন্ট,10
চেকসহ,10
ভিপিএস,11
সিলেটবাসীর,11
লাইফবয়,10
লাফার্জহোলসিম,12
হারবাংয়ে,12
রাঙ্গাবালী,10
৫৫৪,11
১৩জন,11
মুন্সিপাড়া,11
নৈশপ্রহরী,10
পাকুন্দিয়া,11
প্রশিক্ষণার্থীরা,10
৩৩৫টি,12
সোনামসজিদ,11
শ্যামবাজারের,10
আদমদীঘিতে,10
ফান্ডেড,10
দফতরসমূহ,10
কামারুজ্জামান,10
শরীয়তে,11
ইয়ামেনী,10
কিয়ামতের,11
মালিকগণ,10
অনন্তপুর,11
মহানিয়ন্ত্রকের,10
নগদায়ন,10
পাইকারদের,10
কাঁকরোল,10
সবজিতে,12
প্রবনতা,11
পদায়নকৃত,10
৬৬৬টি,10
ডলু,11
কমিটিগুলোর,10
সদস্যসচিব,11
দেখভালে,10
৬৩৮টি,10
ডিএইচএমএস,11
৪১৬টি,11
কালনী,12
কাউন্টারগুলোতে,10
ছুরিটি,11
টেকনোলজিস্টসহ,12
উফশী,11
শত্রুমুক্ত,12
কারনের,10
কাহের,12
নঈমীর,12
হাশেমীর,12
ইমামে,10
হুজুরকে,11
দৃশ্যটা,10
প্লটভিত্তিক,12
টেকনেশিয়ান,11
তিনটিসহ,12
লুপা,11
জিনিয়ার,11
গহ্বর,10
অপহৃতরা,12
কার্যাদি,11
ঝিঙ্গা,11
ডাম্পিংয়ের,10
৫০১টি,12
কালীপূজার,11
হাবিলাসদ্বীপ,12
এজহারনামীয়,10
হাটহাজারি,10
ইসলামদের,11
চিন্তাটা,10
মধ্যস্বত্বভোগীরা,10
এইচআর,12
কোতোয়ালীর,12
শোকরিয়া,11
পরশুর,12
উপকূলবাসীর,10
লোটে,12
পণ্যভর্তি,12
মাশায়েখরা,10
সিএসডি,10
শহরমুখী,11
জীবনকাল,10
নদনদীর,11
ট্রেনযোগে,10
নির্বাহে,10
ডেইরী,10
৭৭৬টি,10
জুবলী,11
সিদ্ধেশরী,10
আদালতপাড়ায়,11
বাগডোগরা,10
রাজিবপুর,11
ছাত্রসেনা,10
জেবিসিসিআই,12
ড্রাইভওয়ে,10
আদিতমারী,12
কাসেমীকে,12
অসুস্থতাবোধ,11
সুশৃংখল,10
মুরশিদুল,11
এমএলএআর,10
রুবলে,11
সনদসহ,12
শিপ্রাকে,10
সিলিন্ডারগুলো,12
চক্রান্তকারীদের,12
মুসলেম,10
মান্নানকে,11
পাড়াবাসী,10
সংশ্লিষ্টরাও,11
রেয়াজুল,11
লোদি,11
কেলেংকারী,12
সালাহ্,11
মোগলটুলি,11
পদটা,11
জমিরউদ্দিন,12
১৩৬টি,11
ওমেরা,11
মোরশেদকে,12
মান্থলি,11
জেডটিই,11
ইস্কান্দর,10
চার্জের,11
৪১২টি,10
গ্রহণপূর্বক,10
নিশ্চায়নের,11
মাইকোর্ট,12
শান্তিকালীন,11
দেরির,10
চক্রগুলো,12
আউটসোর্সিংয়ে,11
স্কিলে,11
রপ্তানিকারকরা,11
স্বাদু,12
কুমিরায়,11
কোয়ারী,10
পর্যটকশূন্য,10
আলীপুর,11
২দিন,10
মূর্তিমান,10
উবামং,11
ক্রীড়ামোদীদের,12
জায়গাটির,12
পোল্ডারে,12
কাউন্সিলরা,11
কীটতত্ত্ববিদ,11
ঢালীকে,11
সংক্ষিপ্ততম,10
স্বপনকে,11
বর্গা,10
সিএফসি,12
ফলাফলটা,12
মাহদির,12
বর্জ্যগুলো,12
জিপিএফ,10
আকিল,12
চোধুরী,11
১১৬৬,10
কোয়ারান্টিনে,11
১০৩৪,11
১০৪১,11
১২০২,12
১৬০২,12
১২৫১,11
১৬১৭,11
১৭৭৩,10
হার্ডওয়ার,11
লিংকরোড,12
মোড়েও,10
বিরতিসহ,10
মুস্তাকিম,12
মাদ্রাসাকে,12
নাফনদীর,12
ঘোনার,10
মিলিয়নিয়ার,11
খৈয়াছড়া,10
রাজহাঁস,11
ওড়াউড়ি,10
ওবাইদুল্লাহ,12
সিএইচসিপি,10
প্লটটি,10
সাঁকোর,11
প্রণোদিতভাবে,11
জালিয়াপাড়া,11
লগো,11
সোনারপাড়া,10
ঝড়োহাওয়ার,10
অনসূয়া,11
পুনঃতদন্তের,12
জিপিওর,11
জিয়াউদ্দীন,10
চাম্বলে,10
সাবিদুল,10
আখচাষি,10
বস্তাগুলো,12
সিলনেট,12
বেরুন,11
গ্রহীতাদের,11
দিঘির,10
ফরমেশনে,10
বদরগঞ্জ,12
চান্দগাঁওয়ের,12
নিকেষ,12
এমএফএস,10
বাঘাবাড়ী,12
অনুমোদনসহ,11
জাগির,12
শঙ্কাই,12
বকরির,10
৭৪৬টি,11
৮৪৭টি,10
৪২২টি,10
ইউসূফ,10
কিল্লাপাড়া,10
প্রতিবেশের,11
সিনিয়রিটি,12
উপকারভোগীরা,11
অনিশ্চিয়তা,10
পরিধারণ,10
বিদা,10
ছিদ্দিকের,10
ওবি,12
ইতালিতেই,12
ভেল্লাপাড়া,10
নেতৃত্বেও,10
পার্শ্বের,10
বোলিং,11
মোস্তাকুর,10
০০০০,12
মৌসুমজুড়ে,11
তাবুতে,10
ভূমিদস্যুদের,11
সেন্টারগুলোকে,12
৩৯৫টি,10
হেঁয়াকো,11
এনসিবিআই,10
মেজবান,10
উপবন,12
বাবলুকে,10
দৌঁড়াতে,10
ওরশ,11
নুরিয়া,11
শহিদী,11
ক্রীড়াক্ষেত্রে,12
তানজিমুল,10
রেলমন্ত্রীর,10
হাসিমুখেই,10
রোন,10
শেখপাড়া,10
মধ্যমণি,12
কার্নেট,11
ডিউটির,11
সেবাগ্রহীতা,10
রিকুইজিশন,11
বর্ষনে,10
পূর্বপাড়া,12
রশিদিয়া,12
চোরাবালিতে,10
স্থগিতই,11
ইউসুপ,11
চেইনম্যান,11
পদচারনায়,12
বালিবাহী,11
পাঠাগারের,12
বাটালি,10
ভাটিখাইন,10
সুপ্তা,10
মেজবানের,10
হুলাইন,10
ম্যানোলা,10
পাহাড়টির,11
জিপের,10
গণছাঁটাইয়ের,12
সাইকেলসহ,12
নাঈমও,12
টেরিবাজারে,11
মোবাইল,12
ইউপিতে,10
উৎসবভাতা,11
রশিদও,11
তফিকুল,12
সমিতিরহাট,10
এগুচ্ছিল,10
এমরানকে,10
মুরাদপুরে,10
ছড়ালো,12
সিইউজের,11
আশরাফুলকে,10
আন্দরকিল্লায়,12
৩৯৬টি,11
পারসেন্ট,10
বিবাহিতদের,12
গোটাবে,10
ব্রিজঘাট,11
দেওয়ানজী,11
পোস্তার,10
ধরকে,10
আবছারকে,12
নারায়ণহাট,10
প্রেসবক্সে,12
ল্যাভেন্ডার,12
টিকিটই,12
রক্ষণদূর্গ,11
হারিন,11
আম্পারের,11
বাংলাদেশরুবেলের,10
সৌম্যদারুন,11
তাবন্দী,12
লঙ্কানরাইনিংসের,12
ইংল্যান্ডওপেনার,10
দৌলতটস,11
অলিম্পিকেও,11
হয়সময়,12
দশমস্থানে,11
লেগব্রেকে,12
প্রোটিয়ারাডি,11
পরেইনিংসের,10
অর্ধত,10
ককব্যক্তিগত,10
লায়নআমলার,11
আফ্রিকাটস,12
দক্ণি,12
অস্ট্রেলিয়ারবিশ্বকাপের,12
৯৯অস্ট্রেলিয়া,12
৪৮দক্ষিন,12
৪৭টাই,12
৫অস্ট্রেলিয়া,12
৩দক্ষিন,12
উৎরাতে,12
পরিনক,10
শ্রীলঙ্কাকুশলের,10
কুশল৫১,11
উইন্ডিজ১৬তম,12
হোল্ডারকুশল,12
ইকার্দিকে,11
নিউজিল্যান্ডদ্রুত,10
উইলিয়ামসনে,12
সূচনাটসে,12
৬৪ওয়েস্ট,12
৩০নিউজিল্যান্ড,12
মালিঙ্গাদুর্দান্ত,12
৪দেড়শ,10
ফিঞ্চমাত্র,10
আউহয়ে,11
ম্যাচএই,12
বা্ংলাদেশেরচোটের,12
রোডসও,12
ফর্মহীনতার,12
রাকিতিচের,12
আলিসনের,12
ফেরারর,12
য্ন,11
মাহমুদউল্লাহওমাত্র,11
ধনাঞ্জয়াইনিংসের,12
ফার্নান্দো,11
হিমেনেস,11
অভিষিকা,10
করনায়,11
রোনালদোরা,12
আর্চারইনিংসের,11
বলিই,12
মোকাবেলায়ই,12
গড়াক,10
নয়বারের,11
ডিসকোয়ালিফাইড,12
ওপেনাররা,11
তেড়েফুঁড়ে,10
উেইলিয়ামসন,10
ওকসকেও,11
প্লাপঙ্কেট,10
স্যান্টনারব্যক্তিগত,10
মেরগান,11
কিউইরাবাটলারের,11
হেনরিদুর্দান্ত,12
অধিনায়কোচিত,10
সৌম্যরা,12
মোসাদ্দেকদের,10
হাতছাড়ার,10
সৌম্যই,12
ক্রিসমার,12
ত্রিনিদাদে,10
ইএসপিএনক্রিকইনফোকে,10
গ্ল্যাডিয়েটর্সের,10
রোঁলা,12
আজারেঙ্কাকে,12
কেরবার,12
বুরোফ্যাক্স,10
অনভিজ্ঞতার,10
ফ্রাঙ্কফুর্টকে,11
হার্থা,12
ফর্মও,10
উপেক্ষীত,12
ব্লেইস,12
অ্যাডিলেইড,11
টার্গেটবল,10
রাবীদ,11
পাঁচরুখী,11
মারজিয়া,10
সাইক্লিংয়ে,11
এএইচএফের,10
এফআইএইচ,10
গেইলদের,11
রাসেলরা,12
শ্রীলঙ্কালেগস্পিনার,10
শ্রীলঙ্কাম্যাথুস,11
উডদুর্দান্ত,12
ব্র্যাথওয়েটের,11
ল্যাথামকে,11
ইমরাম,11
ঝরলো,10
টেবিলদল,10
ড্রাক্সলারের,11
পাওলোয়,11
আলবিসেলেস্তেরা,12
ল্যাঙ্গেভেল্ট,12
ভিল্লাভারায়ন,11
হ্যান্ডসকম্বও,10
অস্ট্রেলিয়াআর্চারের,10
আনরিক,12
নাইয়ুম,10
দুশানবের,11
পাকিস্তানবাবরের,12
বাঁহাতের,10
কিউদের,11
আতকিয়া,12
ক্রীড়াপ্রেমীরা,11
থাবাং,11
বেলিসের,12
নর্টজে,11
ব্যাটিংটাই,12
নবীরা,10
থুতুর,11
সানচো,11
সাকিবকেই,11
মুমিনুলদলকে,10
বিদায়ইশান্ত,11
টাইগারদেরইডেনে,11
বাংলাদেশফ্লাডলাইটের,12
সাউদাম্পটনকে,11
ব্যাকহিলে,10
পেদ্রি,10
আন্দের,11
ক্রিকেটমহলে,11
এমিলিয়ানো,11
হ্যাটট্রিকেই,10
ক্রিকেটারকেই,10
ভিদালকে,11
ভালভার্দেকে,12
কোভাচ,10
হানসি,10
রেডদের,10
জয়টাই,11
দায়ীত্বে,10
সুলশারকে,11
এনজেডসি,10
ফেডারেশনগুলো,10
মাসুরা,11
বিরাটনগরস্থ,12
ক্রীড়াযজ্ঞ,10
ক্রীড়াপ্রেমী,10
যোশে,10
ফাইটস,10
ফেডকাপ,11
সাইনির,11
রানার্সআপদের,10
বিসিবিই,12
নির্ধারীত,12
প্লেমেকার,12
রেকর্ডটির,11
ক্লাবেরই,11
সিজেকেএসএর,10
জাই,11
আবেমেয়াংয়ের,11
ইন্টারকে,11
ম্যাচটাও,11
ময়মনসিংহকে,10
ম্যাথিউর,12
পেসাররাও,12
পেসারও,11
আকবররা,12
ইসলামরা,11
গোলপোস্টে,11
ক্যারিবীয়ানরা,12
উইন্ডিজটস,12
১অতিরিক্ত,10
অবধারিতই,11
তিনাশি,10
কামুনহুকামুই,12
মাধেভের,12
পফু,10
মুতোমবদজি,10
গ্রাভিনা,12
লাথামও,10
লক্ষ্য৪৬,10
থাকাতেও,10
রিপোর্টবাংলাদেশ,10
আপডেটমঙ্গলবার,10
সারাক্ষন,10
বিওএর,12
টেকনিকে,12
মর্তুজাকে,12
ব্লাঙ্কোসদের,11
লক্ষ্যটাও,10
মাহমুদুল্লাহরা,10
ডিউট্রম,11
ভেন্যুটি,12
সূচীর,11
দলিই,10
ভরাসা,10
মিুখোমুখি,10
কিয়েভকে,10
ফেরেন্সভারোসের,12
পিরলোর,11
বুড়িরা,11
নিয়াউচির,10
চন্দ্রশেখরন,11
ফার্নান্দোও,11
হিাতে,10
বুমরাহইনিংসের,11
পরিকবর্ত,12
হান্দিক,12
১৫৮ভারত,12
৫৬টাই,12
১১বিশ্বকাপে,12
৮শ্রীলঙ্কা,12
লংঅনে,10
শফিউলওভারের,10
প্রথমওভার,10
মাহমুদউল্লাহদিল্লিতে,10
খলিলটি,11
মিরাজইমামের,10
উ্েকেটে,11
ইমামবাবরের,11
সাইফসেঞ্চুরি,12
এনামুলও,10
হাসারাঙ্গার,12
সৌম্যম্যাথুস,10
টাইমারের,11
পেরিযে,11
প্রতিরোধকুশলের,11
টাইগারে,12
বাংলাদেশকরুনারত্নে,12
কামুনহুকামউইকে,10
বেন্ডন,10
তিনোতেন্ডা,12
টিসুমা,10
এইন্সলে,12
গ্যালাকটিকো,12
সামিন,12
আর্সেনালও,11
ফাতিকে,11
লেভান্তেকে,12
মানসিং,11
স্কেরিট,12
ছোঁয়াতে,12
সেমেদো,11
ওসমানে,10
জেনিত,11
ব্র্যাথওয়েটকে,10
ইপিএলের,11
অমিমাংসিতভাবেই,10
ধৈর্যচ্যুত,10
উইন্ডিজবিশ্বকাপের,12
১০১ইংল্যান্ড,12
৫১ওয়েস্ট,12
৪৪পরিত্যক্ত,12
৬বিশ্বকাপে,12
৫ওয়েস্ট,12
পালমেইরাস,10
সিসিপাসের,10
ফেলুকাওয়ে,12
ইদুনা,10
সিরো,10
লামেলা,11
আত্মবিশ,12
গার্বিনে,12
ফুটবলবোদ্ধারা,11
াতান,10
কলিনদ্রেস,12
রহমতগঞ্জকে,11
মের্টেন্সের,10
মিলনারের,10
রেডস,12
আমিরদুই,10
হাসানভারতকে,11
সেঞ্চুরিবিশ্বকাপে,12
ওভা্র,10
ওয়াহাবনাইলকে,10
মার্শনিজের,11
খাজাপ্রথম,12
উত্তাপহীন,11
জুভ,10
রবার্ত,10
ফলোঅনের,11
ফিল্ডারকে,11
আহমেদজাইয়ের,10
ফুটবলাঙ্গনে,10
বৌলে,10
ম্যাচগুলোকে,12
হ্যাটট্রিকম্যান,12
নওশেরের,11
বুটজোড়া,10
সাঈদরা,12
গুণিতক,10
বক্সাররা,11
কিংসও,11
ডিএফএল,12
পাঁচশর,11
ইনজামামের,12
লংকার,10
আপরা,10
ম্যাচগুলিতে,11
লেভারকুসেনের,10
রাকিম,12
বেহেনডর্ফ,10
সলতে,12
ভিগোকে,11
লরেন্তে,12
ব্ল্যাঙ্কোসরা,11
রেদুয়ান,12
পোর্টারফিল্ডের,11
ম্যাকব্রায়ান,11
পিসিপি,11
নিউক্যাসলের,11
বার্তোমেউর,11
আলীরা,12
বিপলুর,12
জাহানারাদের,10
কার্টলি,11
স্পোর্টিংকে,12
ডাবলে,11
আলিও,12
মেসিকেই,12
ক্রিকেটপাড়ায়,10
ওসাকাকে,11
এফটিপিতে,10
আদ্রিয়া,12
আইএসএসএফ,11
স্বর্ণপদকের,12
গতরাতেই,11
অ্যালিয়েঞ্জ,12
আভিষ্কা,12
মিনোদ,12
ষোলতে,11
অলিম্পিয়াকোসকে,10
পেরিসিচ,10
সেসার,12
মাদ্রিদও,12
দিয়াস,10
যতক্ষণে,10
হল্কার,12
একাদশেই,11
মরিসকে,10
বোল্ডে,10
ভেঙেছিলেন,10
শাদাবকে,11
সোহিল,10
পাকিস্তানএবারের,10
রান্,11
বাবরক্রিজে,11
নৈপূণ্যে,10
সিমন্সকে,10
গ্র্যান্ডহোমকে,10
ফুলহ্যামের,12
অবামেয়াংয়ের,12
অ্যালবিওনকে,10
ব্যাকহিল,11
উত্তরসূরীরা,12
ম্যাচসেরাও,10
স্বপ্নাকে,11
ফিরিয়েই,11
আফগানরাভয়ঙ্কর,10
অ্যপরাজিত,11
আফগানিস্তানরহমতের,11
রহমতশুরু,12
দগলাস,12
ফুলহাম,10
হফেনহেইম,11
টোয়েন্টি,11
পিসিবিও,10
রভম্যান,10
স্ট্রীটে,11
মিলিন্দা,12
সুরঙ্গা,11
আক্রমণেই,10
তায়কোয়ান্ডোকা,11
তায়কোয়ান্ডোর,12
গ্রেটদের,12
এলবিডাব্লিউ,10
ঝড়ো,10
স্কোর,11
লিটনআগের,10
বাংলাদেশজিম্বাবুয়ের,11
মারক্রামও,12
প্রোটিয়ারাঅধিনায়ক,10
আমলাদক্ষিণ,11
আটহাজার,12
আফ্রিকাদলীয়,12
ডিকককে,12
ইতিহাদে,11
বেহানড্রফের,11
টোয়েন্টিও,11
এমএসকে,11
মিরাদ,10
হানাবৃষ্টির,11
স্মিথব্যক্তিগত,10
উইকেটসৌম্যর,11
ওয়ার্নারপার্টটাইম,11
সিক্সার্সকে,11
শুটাররা,10
সেংক্যাং,10
ডিভক,12
সমর্থকদেরও,10
এদেরসন,11
রামদিন,11
রোমারিও,12
ফ্লেচারকে,10
সাইফার্ট,11
মহারণ,10
ট্রেইলব্লেজার্স,12
সুপারনোভাস,11
সুপারনোভাসের,10
এজিএমে,10
চেয়ারটা,11
সিশেলসের,10
পর্যবেক্ষণবৃষ্টি,11
সেঞ্চুরিলিটন,11
ফিফটি৫৪,12
রায়াদ,12
আথলেতিক,11
ইয়োভিচের,12
বেয়ারস্টোও,12
তা্ড়া,10
পর্যনন্ত,10
ফেরলেন,11
ওকস৪৭তম,10
কিউইরানিসামে,11
নিসামনিকলস,12
৬টাশেরে,11
শান্তরা,12
পরীক্ষাতে,10
ক্রিকেটারদেরই,11
মাহিউদ্দিন,11
পিএফএ,10
হাসানই,11
ক্রিকেটটাই,12
বাংলাদেশকেশাই,10
মুস্তাফিজ৯৬,11
হোল্ডার৪টি,12
১৮৮২,12
আকসুকে,11
আনামুল,10
চল্লিশোর্ধো,10
রিপ্লেটা,12
শুরুস্বপ্ন,10
আটকালেন,12
মুস্তাফিজরোহিতের,11
মুস্তাফিজেরশেষ,12
কার্তিকম্যাচের,12
পান্তঅসাধারন,12
ওবারে,12
মুস্তাফিজনিজরে,12
আইসিসিই,10
দুইশমুশফিক,10
ফিফটিদৌলতকে,11
বাংলাদেশসাকিবের,12
বিদায়ব্যক্তিগত,12
ভেট্টরির,12
টাইটানস,10
ওয়াটসনকে,12
ভেড়ায়,10
দেখেশুনেই,11
আলোকস্বল্পতায়,12
লিচকে,12
অ্যান্টিগা,11
চাংলিমিথাং,10
ব্রেসলেটটি,11
হাবিবুলের,10
নৈপুণ্যেই,11
আদেলের,12
লাইভজার্মান,10
এসজির,12
ম্যাচগুলোতেও,12
বাংলাদেশপ্রথম,10
সান্তনার,10
ওয়ানিন্দু,11
এসিইউ,11
টানছিলেন,10
থ্রোয়ার,10
ম্যারিনো,12
ক্রিস্তিয়ান,12
রোমাকে,11
লিঁলের,11
মিডফিল্ড,12
উদিতি,10
ভিনিসিউসের,12
পিচেও,10
ধাওয়ানকেও,11
ফেরানোরও,11
বাংলাদেশভারতের,10
মিঠুনআগের,11
পান্ডেস্পিনিং,11
হলান্ড,12
বলপ্রতি,11
দলপ্রথম,11
একাদেশও,10
ম্যাচঘূর্ণিঝড়,10
মহাকে,10
সুলতান্স,11
আউবামেয়াংয়ের,11
গ্রুপপর্ব,12
ফিরপো,11
ব্রুজের,10
শাখতারের,12
ওয়ালশকে,10
নিউজিল্যান্ডই,12
লেয়ন,10
গোরেটস্কা,10
বিদায়বিশ্বকাপে,10
দৌলতের,11
ব্যটিংয়ে,12
অ্যাবব্রিস,12
হাশমতউল্লাহতে,12
উইন্ডিজটুর্নামেন্টের,12
দাঢ়িয়েছে,12
৩উইন্ডিজ,12
লেনো,12
ভাসল,10
আঘাতদ্বিতীয়,11
গোল,12
অক্সলেইড,11
ওবলাক,12
ওয়েম্বলিতে,11
মোসাদ্দেকরা,11
থামাল,12
মৌরার,10
ক্যালভার্ট,12
কন্ডিশনেও,11
ঁজি,10
স্পাদাফোরা,11
কিয়েল্লিনি,10
মাতুইদির,10
পুলিসিক,12
ডেলপোর্ত,11
ডেনলিকে,10
ক্লদিও,10
ফাখর,10
ছয়টিতেই,12
হোপকেও,11
বিজয়কেও,12
হোল্ডারকোহলি,10
কেহলি,11
ভারতশুরুতেই,11
ভারতওয়েস্ট,12
আফহানিস্তানের,11
রানকিন,10
রামানায়েকে,11
পৃথ্বি,12
জিমন্যাশিয়াম,12
নিশিকোরি,10
গৌহাটির,11
প্রত্যাশাটাও,11
হাইজাম্পে,12
ডাম্বুলা,10
এলওয়ার্দি,11
কোণাকুণি,12
উরুর,11
ভিল্লাভারায়নের,10
শ্রীলঙ্কাফার্নান্দোর,12
এডারসন,10
এনসিএলে,12
জুটিনিসাম,10
৪০ওভারে,12
নিউজিল্যান্ডনিউজিল্যান্ড,12
খর্বশক্তির,10
মেত্রোপলিতানোয়,12
সিমিওনে,12
ফাবিনিয়ো,11
এইবারকে,12
গনসালেস,10
গুডিসন,12
পিকফোর্ড,12
শাহানিয়া,10
কলম্বিয়াকে,10
আলাবা,10
এমিরি,10
টাইব্রেকিং,11
লেগানেসকে,11
ইগহালো,11
অধারাবাহিক,12
জানাতকে,11
আউটও,12
বোলারদেরই,10
টন্টনের,11
পেসারদেরও,10
রনকি,12
অনুমিতভাবে,12
ভারতভারতীয়,10
আফগানরাইনিংসের,11
নবীরোহিতের,11
সিদ্ধেশ,10
বেয়ারেস্টোপ্রথম,12
পারেদেসের,10
শচীনকে,10
বোথামের,11
হ্যামিস্ট্রিংয়ে,10
মুজিবরা,10
দলটিকেই,10
কিউরা,11
সেলেসাওদের,11
দিবালাকে,10
তাতিয়ে,12
কিমিচের,12
বোয়াটেংয়ের,12
রাইটব্যাক,12
ক্লিভলি,11
সিমিং,11
বেনজেমাকে,12
ফিকশ্চারে,11
শিরোপাহীন,12
ভাইটালিটি,11
মিডলসেক্সের,11
কুম্বলের,11
লালচাঁদ,12
ফুটবলারা,10
বৃষ্টিবিঘি,11
আবিদালের,10
ডেয়ারডেভিলস,10
কোটলা,11
তেবাস,11
শুক্কুরকে,12
আরিয়েন,10
সেটাতেই,10
বাইলাইন,11
১৫০ভারত,12
মঞ্চটা,10
দিনটস,12
আলেক্সিস,11
মার্তিনেজের,11
লংলের,11
ক্যালিসের,10
এনটিনি,10
ম্যাককলাম,11
জিয়ান্নিনা,11
রকেটস,12
হিমেলকে,11
ইব্রার,12
নৈপূন্যে,10
স্যানচো,12
ওপড়,12
বালবির্নি,12
রাহীকে,12
এ্যাথলেটিকস,11
দলসংখ্যা,10
এমরিত,12
স্টেডিয়ামসহ,11
নুরির,10
ডোপিংয়ের,11
এএফসিকে,10
তুবড়ি,11
ইশ্বরণ,10
পিনেরা,11
মহারণের,10
ভেড়ানো,11
হেটমেয়ার,12
চ্যাম্পিয়নশিপেও,12
১টেনিস,10
রুকি,10
দায়টা,12
গাজেত্তা,10
দেল্লো,12
জয়টাকে,11
দ্রাবিড়,12
অধিনায়করা,12
আমস্টার্ডামে,11
দুঃস্মৃতি,11
জয়সুরিয়াকে,10
জয়সুরিয়ার,11
তেভেজ,11
টাইবু,10
গড়াপেটার,10
ভিলাকে,12
শাহাবউদ্দিন,12
ক্রিকেটারসহ,12
ক্রিকেটারে,12
বিরেন্দর,10
ম্যাচগুলোও,11
স্ট্রাইকার্স,12
রেনেগেডস,10
রাবিশ,10
ফিল্ডিংটাও,10
চোকার্স,10
০মোসাদ্দেক,12
তুলেতে,12
উিইকেটে,10
স্টোইনিসইনিংস,10
দুইরা,11
ম্যাক্সওয়েলআক্রমণাত্বক,11
ডওরিচ,10
অস্ট্রেলিয়াফিঞ্চকে,11
মুহূর্মুহু,11
নিসামস্টোইনিস,10
তিশুমা,10
দ্বিশতক,10
ম্যাচকেই,12
জিতেনি,11
ফেরুয়ারি,10
পাউ,10
বুসকেতসের,10
হেসুস,10
আরিসাবালাগা,10
আলকান্তারা,12
তিয়াগি,10
সেভিয়ায়,10
দলগোলরক্ষক,10
সারাবিয়ার,12
ফিল্ডিংও,11
ওভারথ্রো,11
মার্সেলোকে,10
শামিই,10
শামিবেয়ারেস্টো,10
মরগানভয়ঙ্কর,11
গফের,10
ছড়িয়েছিলেন,10
চোটই,10
ওজনিয়াকির,11
ক্রীড়াচক্রের,11
ভালভারদের,11
স্টেগেনের,11
বিরাটনগরে,11
ম্যাচবাংলাদেশ,11
দলীয়বাংলাদেশ,10
উইকেটবাংলাদেশ,11
চাম্পাকা,12
নাভাসের,12
গতপরশুর,11
দ্রাবিড়ের,10
উশুকা,11
মার্চপাস্টে,12
সেলসোর,12
গোলশুন্য,10
মার্টিনেজের,11
ডান্ডিতে,10
গিদো,11
ট্রেভিস,10
গ্রুপপর্বে,11
জাহা,11
বারপোস্টে,12
হারিনি,12
ওয়ার্নাররা,10
প্লাতার,12
মোরলা,12
সোচির,10
খাটুনি,11
মুতম্বজি,12
জারভিস,12
ব্র্যাভো,11
শামার,10
তিনশোর্ধো,10
খেলোয়াড়েরই,11
কোররেয়া,11
খোরশেদুর,10
খাপে,11
সিএএস,10
২৬৫বাংলাদেশ,12
হামেলস,11
পাকিস্তানশুরুতেই,12
সম্ভাবনাটা,11
পোর্তোর,10
পারফম্যান্সের,12
উইলয়ামসন,11
নিউজিল্যান্ডনক,10
ফাইনালিষ্টরা,10
৫৫নিউজিল্যান্ড,11
৪৫টাই,11
আবিদাল,11
চিগোজি,11
সিবলির,10
ডুপ্লান্টিস,12
নিশানকা,10
ওপেনারই,11
বিদায়েই,11
প্রিয়াঞ্জন,12
আইরেসে,10
মধ্যাঞ্চলকে,11
ব্রেথওয়েট,10
ফিফপ্রো,10
খেলেছিলো,10
হাল্কাভাবে,10
ডেলানি,10
রেতে,10
ফর্মেট,11
মানকাড,12
সবশেষটি,11
ইংল্যান্ডনাম,10
ম্যাচসংখ্যা,11
আড়াইটাসরাসরি,11
পচেফস্ট্রমে,11
বিশ্বজয়ীদের,11
চিরপ্রতিদ্বন্দ্বীদের,12
বিষ্ণুই,10
শ্রীশান্তের,12
রানারা,10
ছন্দটা,12
চেহেলের,10
ফ্যাফ,10
হেডেই,11
সেথু,11
গকুলাম,11
আমিনদের,10
ছুটাচ্ছিলেন,11
সেশনদ্বিতীয়,10
উইকেটটাই,11
ভারতইন্দোরে,11
তাইজুলকোহলি,12
সিওএ,10
পিএসজিও,11
মিলিতাও,12
দুর্দান্তভাবেই,10
কর্নওয়েল,10
দোলেশ্বরকে,10
চিয়াগো,11
সিবগাত,12
পাকুয়েতা,11
রাকিটিচ,10
জিয়েখ,11
ভনের,10
অবহাওয়ার,10
হানাসিলেট,10
আত্নবিশ্বাস,12
উমাইদ,12
পামেল,12
ফুটবলাদের,10
ল্যাঙ্গারের,10
লিগশেফিল্ড,11
ফেডেরিকো,10
কুতিনহোকে,11
গোলকিপারকে,12
শফিকে,10
খেলুন,12
খেলেছ,10
খরচটা,11
চাদউইক,11
তাগলিয়াফিকো,12
ওকামপোস,10
